x1,x2,class
4.157582238484839543e+00,3.903341879910573908e+00,1.000000000000000000e+00
3.998745404000528136e+00,3.959964829653345397e+00,1.000000000000000000e+00
4.082688539470765043e+00,4.344761238244132073e+00,1.000000000000000000e+00
4.022188680030679642e+00,4.157732146911183868e+00,1.000000000000000000e+00
3.497812446758427285e+00,3.988066477418738653e+00,1.000000000000000000e+00
3.793451610211332703e+00,3.701452991012215143e+00,1.000000000000000000e+00
3.784897478460725662e+00,3.918156805917993868e+00,1.000000000000000000e+00
4.224349388289009077e+00,3.675101464299463494e+00,1.000000000000000000e+00
4.007503152691616499e+00,3.881403193928025352e+00,1.000000000000000000e+00
3.919736811637435370e+00,4.245624500757918973e+00,1.000000000000000000e+00
4.131810824337440735e+00,4.327594294619863113e+00,1.000000000000000000e+00
3.962153992347562159e+00,3.829529571114687503e+00,1.000000000000000000e+00
3.945166012421963853e+00,4.059399340287669133e+00,1.000000000000000000e+00
4.043251463038114224e+00,3.734380253986794518e+00,1.000000000000000000e+00
4.022165379192416346e+00,4.055904295368778278e+00,1.000000000000000000e+00
4.616652683266229573e+00,4.459731162413232752e+00,1.000000000000000000e+00
3.790998916470821989e+00,3.929605740363874222e+00,1.000000000000000000e+00
3.641531382734218170e+00,3.855306922830636029e+00,1.000000000000000000e+00
4.077307121906558862e+00,4.295372607566368295e+00,1.000000000000000000e+00
3.821411661781803470e+00,3.839767500477579976e+00,1.000000000000000000e+00
3.474023754686432319e+00,3.960155149612486714e+00,1.000000000000000000e+00
3.739762679556497993e+00,3.870314355324180333e+00,1.000000000000000000e+00
3.785213851802961660e+00,3.976910484022981862e+00,1.000000000000000000e+00
3.569446233477315822e+00,3.640648771921593863e+00,1.000000000000000000e+00
4.521556896076401877e+00,3.684647159254181847e+00,1.000000000000000000e+00
3.731343497554284738e+00,4.449950084600271083e+00,1.000000000000000000e+00
4.711593223315054146e+00,3.713025955970525871e+00,1.000000000000000000e+00
3.909797795755711292e+00,4.083663681861943395e+00,1.000000000000000000e+00
4.423442714834494360e+00,3.758270370879705613e+00,1.000000000000000000e+00
3.939919443223284912e+00,4.190408041924317928e+00,1.000000000000000000e+00
4.106495503991609120e+00,3.907860956183625500e+00,1.000000000000000000e+00
3.967220202106911842e+00,3.663220682000214445e+00,1.000000000000000000e+00
